response_label,family_structure,fixed_effects,random_effects,AIC_additive,AIC_interaction,deltaAIC_int_add,LRT_p_int_raw,LRT_p_int_label,interaction_class
"Bean yield (kg ha^-1), model-predicted means*",Gaussian LMM (identity link),Interaction: weed_trt * site_year,(1 | site_year:block),915,919.01,4,0.1513567067070854,0.151,additive
