Scope,slope_kg_per_kg,slope_kg_per_100kg,SE,df,lower_95CL,upper_95CL,stat,p_value
Pooled across site-years,-0.7008539126355854,-70.08539126355853,0.18796853112229955,54.89564450953989,-1.0775673632313956,-0.32414046203977515,-3.7285704604436307,4.573832868266504e-4
