Scope,slope_kg_per_kg,slope_kg_per_100kg,SE,df,lower_95CL,upper_95CL,stat,p_value
Pooled across site-years,-0.4117303058851492,-41.17303058851492,0.4036038670849573,54.65702728860444,-1.2206846276473446,0.3972240158770462,-1.0201346901328903,0.312158898060789
