response_label,family_structure,fixed_effects,random_effects,AIC_additive,AIC_interaction,deltaAIC_add_int,LRT_p_int_raw,LRT_p_int_label,interaction_class
"Weed biomass (kg ha^-1), model-predicted means*",ALL: Tweedie + ZI + disp(site_year),Additive: weed_trt + site_year,(1 | site_year:block),707.16,707.9,-0.74,0.054271771127765954,0.054,gray_zone
